Q9_1,Q9_2,Q9_3,HeadAcc,RawAX,RawAY,RawAZ,RawGX,RawGY,RawGZ,RawMX,RawMY,RawMZ,lon,lat,utc_datetime,ME
-0.53082,-0.36763,-0.56071,289,4935,-632,401,114,-89,-5938,-157,357,-159,,,2024-06-27T20:49:32.730Z,M
-0.50758,-0.39839,-0.58835,290,4945,-366,125,292,28,-6035,-157,352,-159,,,2024-06-27T20:49:32.750Z,M
-0.48092,-0.42672,-0.61485,289,4709,2,-693,381,326,-5966,-137,326,-159,,,2024-06-27T20:49:32.770Z,M
-0.4525,-0.45191,-0.64023,289,4769,984,-689,283,513,-5863,-143,308,-168,,,2024-06-27T20:49:32.790Z,M
-0.42298,-0.47506,-0.66489,290,5105,2338,1,98,509,-5980,-139,299,-164,,,2024-06-27T20:49:32.810Z,M
-0.39348,-0.49627,-0.6868,293,5319,3392,1281,67,423,-5841,-137,291,-172,,,2024-06-27T20:49:32.830Z,M
-0.36352,-0.51535,-0.70614,294,5529,4140,2619,62,407,-5646,-155,249,-169,,,2024-06-27T20:49:32.850Z,M
-0.3072,-0.54633,-0.7351,293,6667,5806,831,62,401,-4841,-167,236,-174,,,2024-06-27T20:49:32.870Z,M
-0.28239,-0.55604,-0.74651,292,6569,7448,845,-83,506,-4151,-164,221,-183,,,2024-06-27T20:49:32.890Z,M
-0.26316,-0.56222,-0.75486,291,6165,8970,1883,-135,427,-3142,-175,212,-179,,,2024-06-27T20:49:32.910Z,M
-0.25123,-0.56620,-0.75968,291,5783,9878,2279,-88,172,-2049,-190,215,-177,,,2024-06-27T20:49:32.930Z,M
-0.24902,-0.56674,-0.76161,292,5601,10186,1923,-200,-171,-702,-193,202,-177,,,2024-06-27T20:49:32.950Z,M
-0.25505,-0.56446,-0.76108,292,6141,10028,1911,-261,-417,496,-194,208,-183,,,2024-06-27T20:49:32.970Z,M
-0.26638,-0.56110,-0.75812,292,6439,9296,1783,-173,-581,1312,-188,204,-182,,,2024-06-27T20:49:32.990Z,M
-0.28083,-0.55667,-0.75358,292,6289,8322,1127,-136,-650,1848,-189,200,-176,,,2024-06-27T20:49:33.010Z,M
-0.31811,-0.54086,-0.74274,292,5943,7448,1059,-459,-814,2648,-188,207,-189,,,2024-06-27T20:49:33.030Z,M
-0.34119,-0.52960,-0.73596,295,6109,6884,1315,-612,-976,2991,-167,223,-169,,,2024-06-27T20:49:33.050Z,M
-0.36591,-0.51748,-0.72746,301,6689,5920,1653,-614,-1114,3213,-166,216,-181,,,2024-06-27T20:49:33.070Z,M
-0.39155,-0.50409,-0.71794,305,7193,5022,1715,-690,-1196,3346,-169,237,-173,,,2024-06-27T20:49:33.090Z,M
-0.41885,-0.48805,-0.70742,310,7171,4860,1395,-877,-1255,3631,-162,238,-174,,,2024-06-27T20:49:33.110Z,M
-0.44863,-0.46899,-0.69471,312,6729,5094,1209,-998,-1361,4107,-149,257,-169,,,2024-06-27T20:49:33.130Z,M
-0.47901,-0.44846,-0.6795,314,6511,4412,1299,-946,-1421,4380,-151,269,-158,,,2024-06-27T20:49:33.150Z,M
-0.53885,-0.40630,-0.64209,321,6897,1936,1629,-822,-1604,4471,-134,283,-167,,,2024-06-27T20:49:33.170Z,M
-0.56973,-0.38232,-0.61916,318,6767,1624,1341,-835,-1721,4836,-133,322,-138,,,2024-06-27T20:49:33.190Z,M
-0.60017,-0.35681,-0.59318,319,6833,1420,863,-763,-1787,5076,-133,330,-143,,,2024-06-27T20:49:33.210Z,M
-0.63015,-0.32979,-0.5644,320,6541,1382,761,-776,-1890,5240,-133,345,-145,,,2024-06-27T20:49:33.230Z,M
-0.65867,-0.30227,-0.53352,321,6743,832,65,-756,-1959,5243,-134,349,-124,,,2024-06-27T20:49:33.250Z,M
-0.6844,-0.27579,-0.5013,321,6235,430,-199,-598,-1976,5079,-134,381,-132,,,2024-06-27T20:49:33.270Z,M
-0.70721,-0.24919,-0.46868,319,6043,-334,-199,-499,-1866,4979,-144,400,-119,,,2024-06-27T20:49:33.290Z,M
-0.72734,-0.22209,-0.43384,319,5387,-1108,-25,-257,-1841,5112,-147,405,-114,,,2024-06-27T20:49:33.310Z,M
-0.7562,-0.17529,-0.36197,316,4387,-2914,-53,445,-1830,4537,-169,440,-105,,,2024-06-27T20:49:33.330Z,M
-0.76422,-0.15661,-0.32885,313,3655,-3554,-191,733,-1638,4092,-180,450,-99,,,2024-06-27T20:49:33.360Z,M
-0.76767,-0.13958,-0.30058,310,2543,-3924,-1013,980,-1175,3610,-193,455,-104,,,2024-06-27T20:49:33.380Z,M
-0.76689,-0.12450,-0.27778,307,2183,-4872,-2197,1232,-705,3075,-206,458,-109,,,2024-06-27T20:49:33.400Z,M
-0.7621,-0.11037,-0.25938,304,2561,-5308,-1793,1561,-268,2719,-206,468,-89,,,2024-06-27T20:49:33.420Z,M
-0.75419,-0.09945,-0.24239,302,2719,-6176,-2317,1934,-247,2373,-212,459,-95,,,2024-06-27T20:49:33.440Z,M
-0.74434,-0.09006,-0.2252,300,2721,-7234,-2831,2210,-282,2242,-225,462,-103,,,2024-06-27T20:49:33.460Z,M
-0.71923,-0.07408,-0.19625,295,4529,-9358,-1951,2368,-57,1844,-239,468,-111,,,2024-06-27T20:49:33.480Z,M
-0.70516,-0.06466,-0.18349,295,5373,-10244,-1317,2381,128,1908,-246,477,-123,,,2024-06-27T20:49:33.500Z,M
-0.69197,-0.05328,-0.16996,294,5111,-10958,-913,2156,189,2083,-249,471,-132,,,2024-06-27T20:49:33.520Z,M
-0.68079,-0.04216,-0.15648,293,3965,-11714,-259,1783,125,2016,-249,471,-137,,,2024-06-27T20:49:33.540Z,M
-0.67284,-0.03304,-0.14303,294,2861,-12228,371,1286,-108,1818,-270,463,-137,,,2024-06-27T20:49:33.560Z,M
-0.66895,-0.02518,-0.12977,294,2249,-12178,835,682,-275,1660,-280,463,-152,,,2024-06-27T20:49:33.580Z,M
-0.66885,-0.01763,-0.11741,294,2073,-11590,911,102,-287,1523,-270,460,-147,,,2024-06-27T20:49:33.600Z,M
-0.67496,0.00281,-0.09166,292,2065,-10466,989,-517,-86,1889,-278,460,-152,,,2024-06-27T20:49:33.620Z,M
-0.67858,0.01967,-0.07341,291,2055,-9642,315,-568,-29,2606,-285,460,-149,,,2024-06-27T20:49:33.640Z,M
-0.68086,0.04150,-0.04986,291,1261,-9128,-15,-477,-10,3385,-288,468,-149,,,2024-06-27T20:49:33.660Z,M
-0.6811,0.06640,-0.02214,290,99,-8690,181,-319,-72,3960,-304,448,-130,,,2024-06-27T20:49:33.680Z,M
-0.67967,0.09316,0.0079,290,-839,-8128,747,-268,-82,4277,-313,466,-144,,,2024-06-27T20:49:33.700Z,M
-0.67663,0.12148,0.03881,291,-1233,-7752,1245,-236,-9,4480,-322,464,-148,,,2024-06-27T20:49:33.720Z,M
-0.67219,0.15237,0.06913,292,-1761,-7578,945,-219,251,4648,-331,458,-142,,,2024-06-27T20:49:33.740Z,M
-0.66655,0.18617,0.10033,292,-2375,-7018,1045,-294,443,4959,-348,462,-138,,,2024-06-27T20:49:33.760Z,M
-0.6525,0.25655,0.16381,292,-3105,-6280,631,-528,554,5153,-375,444,-139,,,2024-06-27T20:49:33.780Z,M
-0.64275,0.28980,0.19544,293,-3459,-6016,273,-407,435,5120,-383,439,-132,,,2024-06-27T20:49:33.800Z,M
-0.63045,0.32211,0.22513,293,-4377,-5982,63,-184,444,5023,-404,433,-128,,,2024-06-27T20:49:33.820Z,M
-0.61464,0.35579,0.25381,292,-4905,-5224,85,98,529,5144,-422,411,-135,,,2024-06-27T20:49:33.840Z,M
-0.5955,0.39188,0.28011,292,-5457,-4330,151,427,807,5291,-421,405,-127,,,2024-06-27T20:49:33.860Z,M
-0.57528,0.42612,0.30174,292,-6359,-3632,93,662,920,4883,-433,382,-120,,,2024-06-27T20:49:33.880Z,M
-0.55813,0.45583,0.31684,291,-6507,-3356,-75,629,1095,4016,-451,377,-118,,,2024-06-27T20:49:33.900Z,M
-0.53408,0.50247,0.33579,294,-6087,-2586,-1811,380,1008,2960,-463,351,-118,,,2024-06-27T20:49:33.920Z,M
-0.52094,0.52097,0.34749,295,-5943,-2832,-1479,220,616,2879,-454,334,-119,,,2024-06-27T20:49:33.940Z,M
-0.51152,0.53362,0.35909,295,-6627,-2746,-1289,-171,349,2310,-462,334,-106,,,2024-06-27T20:49:33.960Z,M
-0.50539,0.54230,0.36881,295,-6649,-2284,-1603,-352,263,1744,-468,319,-115,,,2024-06-27T20:49:33.980Z,M
-0.50197,0.54802,0.37665,295,-6703,-1676,-1981,-454,223,1268,-462,315,-122,,,2024-06-27T20:49:34Z,M
-0.50048,0.55058,0.38321,296,-6511,-1366,-1705,-510,65,829,-465,318,-106,,,2024-06-27T20:49:34.020Z,M
-0.50008,0.55094,0.38847,300,-6801,-970,-2181,-491,-69,490,-458,303,-115,,,2024-06-27T20:49:34.040Z,M
-0.50188,0.54810,0.39549,302,-8767,-406,-2275,-386,-175,3,-466,311,-113,,,2024-06-27T20:49:34.060Z,M
-0.50432,0.54313,0.39461,302,-9547,-978,-2059,-140,-344,-610,-459,307,-111,,,2024-06-27T20:49:34.080Z,M
-0.50988,0.53452,0.38886,302,-9745,-1774,-2323,20,-397,-1439,-467,307,-116,,,2024-06-27T20:49:34.100Z,M
-0.52064,0.52084,0.37852,302,-9425,-2856,-2311,-96,-388,-2391,-475,307,-114,,,2024-06-27T20:49:34.120Z,M
-0.53772,0.50153,0.3645,302,-8827,-3422,-2485,-465,-295,-3294,-462,320,-114,,,2024-06-27T20:49:34.140Z,M
-0.56035,0.47517,0.34718,309,-8779,-3784,-2251,-868,-368,-4226,-467,320,-116,,,2024-06-27T20:49:34.160Z,M
-0.58587,0.44058,0.32763,314,-9149,-4174,-1387,-1133,-734,-5071,-466,338,-123,,,2024-06-27T20:49:34.180Z,M
-0.64462,0.34871,0.27203,320,-8195,-4466,115,-1409,-758,-6980,-453,382,-113,,,2024-06-27T20:49:34.200Z,M
-0.67386,0.29729,0.23453,323,-6809,-4986,103,-1347,-424,-7478,-435,396,-128,,,2024-06-27T20:49:34.220Z,M
-0.69792,0.24825,0.19278,326,-5875,-5758,337,-940,-36,-7383,-422,404,-123,,,2024-06-27T20:49:34.240Z,M
-0.71874,0.19868,0.14721,324,-4861,-5948,39,-813,224,-7546,-394,438,-123,,,2024-06-27T20:49:34.260Z,M
-0.73647,0.14789,0.09969,324,-3963,-5992,-213,-833,296,-7616,-383,450,-116,,,2024-06-27T20:49:34.280Z,M
-0.74939,0.09857,0.05436,324,-3029,-5136,-401,-729,216,-7243,-365,458,-111,,,2024-06-27T20:49:34.300Z,M
-0.75769,0.05396,0.01221,322,-1653,-4448,-327,-578,293,-6581,-338,467,-118,,,2024-06-27T20:49:34.320Z,M
-0.76192,0.01422,-0.02744,318,-455,-4296,-251,-391,437,-5986,-315,477,-108,,,2024-06-27T20:49:34.340Z,M
-0.75697,-0.05378,-0.09982,314,2189,-4794,-993,371,605,-5075,-283,476,-99,,,2024-06-27T20:49:34.360Z,M
-0.74958,-0.08380,-0.13045,311,3085,-4946,-1097,648,461,-4572,-267,481,-119,,,2024-06-27T20:49:34.380Z,M
-0.73962,-0.10961,-0.15445,307,3733,-5440,-1357,1010,295,-3767,-238,467,-105,,,2024-06-27T20:49:34.400Z,M
-0.72853,-0.13029,-0.17224,303,4451,-6050,-1307,1242,200,-2882,-234,473,-114,,,2024-06-27T20:49:34.420Z,M
-0.71722,-0.14674,-0.18559,301,4985,-6794,-1419,1334,169,-2233,-228,475,-125,,,2024-06-27T20:49:34.440Z,M
-0.7062,-0.15891,-0.19556,298,5577,-7332,-1441,1324,214,-1682,-216,471,-114,,,2024-06-27T20:49:34.460Z,M
-0.69628,-0.16721,-0.20301,298,5863,-7814,-1205,1207,276,-1195,-216,463,-129,,,2024-06-27T20:49:34.480Z,M
-0.68177,-0.17678,-0.2131,298,6189,-8850,-1369,729,240,-654,-206,452,-127,,,2024-06-27T20:49:34.500Z,M
-0.67776,-0.17955,-0.21618,295,6337,-9172,-1083,457,148,-454,-212,459,-140,,,2024-06-27T20:49:34.520Z,M
-0.67556,-0.18145,-0.21885,297,6123,-9098,-1035,201,124,-361,-197,451,-138,,,2024-06-27T20:49:34.540Z,M
-0.67407,-0.18349,-0.22293,296,5887,-8866,-903,41,170,-488,-203,455,-139,,,2024-06-27T20:49:34.560Z,M
-0.6733,-0.18789,-0.22951,296,5481,-8476,-589,-162,112,-877,-210,448,-128,,,2024-06-27T20:49:34.580Z,M
-0.67262,-0.19617,-0.24016,296,4763,-8178,-435,-348,61,-1514,-207,459,-140,,,2024-06-27T20:49:34.600Z,M
-0.67215,-0.20865,-0.25484,296,4295,-7538,-249,-585,-7,-2216,-187,440,-135,,,2024-06-27T20:49:34.620Z,M
-0.67009,-0.24495,-0.30338,296,4339,-6300,199,-1364,171,-4010,-179,433,-133,,,2024-06-27T20:49:34.640Z,M
-0.66817,-0.26824,-0.33675,296,4515,-5470,349,-1755,212,-4767,-184,440,-138,,,2024-06-27T20:49:34.660Z,M
-0.66559,-0.29360,-0.37388,294,4257,-4520,693,-2224,184,-5416,-166,425,-135,,,2024-06-27T20:49:34.680Z,M
-0.66088,-0.32001,-0.4134,293,4023,-3428,793,-2514,209,-5920,-146,411,-125,,,2024-06-27T20:49:34.700Z,M
-0.65292,-0.34385,-0.45277,292,4443,-1948,533,-2512,450,-5891,-155,397,-127,,,2024-06-27T20:49:34.720Z,M
-0.64213,-0.36372,-0.49013,295,4751,-386,487,-2365,703,-5545,-153,401,-120,,,2024-06-27T20:49:34.740Z,M
-0.62734,-0.38060,-0.52435,293,5379,684,393,-1884,1036,-5088,-129,376,-119,,,2024-06-27T20:49:34.760Z,M
-0.6097,-0.39549,-0.55391,293,5757,1460,-247,-1278,1221,-4516,-126,357,-122,,,2024-06-27T20:49:34.780Z,M
-0.56981,-0.42595,-0.60297,291,6399,2324,-463,-607,1111,-4208,-128,343,-128,,,2024-06-27T20:49:34.800Z,M
-0.54864,-0.44173,-0.62361,293,6609,2548,733,-451,1001,-4124,-123,306,-128,,,2024-06-27T20:49:34.820Z,M
-0.52777,-0.45616,-0.64263,293,6871,2716,1621,-482,887,-3971,-124,304,-134,,,2024-06-27T20:49:34.840Z,M
-0.5081,-0.46849,-0.66017,292,6797,2930,1795,-617,767,-3787,-128,295,-133,,,2024-06-27T20:49:34.860Z,M
-0.48864,-0.47765,-0.67748,291,6647,3374,1051,-791,903,-3543,-121,291,-142,,,2024-06-27T20:49:34.880Z,M
-0.46799,-0.48315,-0.69555,293,6725,4064,469,-964,1261,-3271,-140,269,-143,,,2024-06-27T20:49:34.900Z,M
-0.44628,-0.48563,-0.7141,293,7121,4524,-177,-1089,1568,-3056,-126,273,-147,,,2024-06-27T20:49:34.920Z,M
-0.40591,-0.48473,-0.74833,292,7777,7018,1653,-1198,1352,-2602,-140,258,-153,,,2024-06-27T20:49:34.940Z,M
-0.39174,-0.48414,-0.7596,293,8249,8310,2895,-901,937,-2004,-147,241,-164,,,2024-06-27T20:49:34.960Z,M
-0.38211,-0.48494,-0.76623,293,7783,8900,1855,-485,542,-1431,-149,241,-172,,,2024-06-27T20:49:34.980Z,M
-0.37475,-0.48631,-0.77034,293,7661,8952,945,-212,421,-1007,-160,244,-172,,,2024-06-27T20:49:35Z,M
-0.36977,-0.48779,-0.77222,293,8097,8518,1133,34,348,-514,-158,248,-171,,,2024-06-27T20:49:35.020Z,M
-0.36741,-0.48928,-0.77184,293,8243,7696,1093,274,270,27,-166,235,-166,,,2024-06-27T20:49:35.040Z,M
-0.36871,-0.49011,-0.7693,293,8581,7224,1133,396,74,565,-167,236,-174,,,2024-06-27T20:49:35.060Z,M
-0.38396,-0.48766,-0.75902,293,8149,6412,947,321,-502,1466,-165,241,-179,,,2024-06-27T20:49:35.080Z,M
-0.39673,-0.48440,-0.75169,293,8089,5940,837,265,-731,1791,-162,249,-162,,,2024-06-27T20:49:35.100Z,M
-0.4121,-0.47988,-0.743,293,7861,5714,791,215,-922,2083,-153,250,-166,,,2024-06-27T20:49:35.120Z,M
-0.43005,-0.47399,-0.73266,293,7737,5496,1083,177,-1105,2414,-149,246,-174,,,2024-06-27T20:49:35.140Z,M
-0.45096,-0.46612,-0.72037,293,7659,5318,1389,115,-1300,2819,-148,261,-171,,,2024-06-27T20:49:35.160Z,M
-0.47446,-0.45634,-0.70574,296,7633,5060,1419,103,-1472,3235,-140,269,-158,,,2024-06-27T20:49:35.180Z,M
-0.50024,-0.44463,-0.68798,299,7565,4822,1629,185,-1614,3737,-130,279,-153,,,2024-06-27T20:49:35.200Z,M
-0.52702,-0.43199,-0.66663,303,7835,4354,1233,388,-1725,4136,-123,279,-150,,,2024-06-27T20:49:35.220Z,M
-0.57919,-0.40211,-0.61797,309,7253,2662,977,420,-1719,4553,-134,307,-129,,,2024-06-27T20:49:35.240Z,M
-0.60599,-0.38352,-0.58872,312,7571,1786,31,545,-1818,5071,-128,322,-138,,,2024-06-27T20:49:35.260Z,M
-0.63246,-0.36185,-0.55689,313,7331,872,175,507,-1826,5389,-123,340,-128,,,2024-06-27T20:49:35.280Z,M
-0.65854,-0.33798,-0.52237,316,7849,-158,101,418,-1930,5575,-126,347,-127,,,2024-06-27T20:49:35.300Z,M
-0.6833,-0.31201,-0.48578,315,7617,-854,393,369,-1956,5711,-130,374,-110,,,2024-06-27T20:49:35.320Z,M
-0.70656,-0.28473,-0.44679,317,6997,-1464,279,344,-1999,5761,-137,381,-114,,,2024-06-27T20:49:35.340Z,M
-0.72713,-0.25592,-0.40736,318,5953,-1854,-45,301,-1869,5743,-131,402,-106,,,2024-06-27T20:49:35.360Z,M
-0.74369,-0.22611,-0.36915,318,4997,-2414,-989,369,-1569,5610,-147,415,-101,,,2024-06-27T20:49:35.380Z,M
-0.76404,-0.16842,-0.29874,312,3849,-3026,-1389,702,-1078,5011,-183,447,-89,,,2024-06-27T20:49:35.400Z,M
-0.76845,-0.14210,-0.26554,312,2991,-3478,-1299,954,-969,4728,-188,450,-94,,,2024-06-27T20:49:35.420Z,M
-0.76839,-0.11782,-0.23534,310,1831,-4316,-1875,1289,-712,4328,-203,460,-94,,,2024-06-27T20:49:35.440Z,M
-0.76306,-0.09582,-0.21225,305,1253,-5272,-2243,1658,-139,3650,-221,476,-96,,,2024-06-27T20:49:35.460Z,M
-0.75328,-0.07761,-0.19641,303,1723,-6286,-2151,1988,313,2841,-222,485,-100,,,2024-06-27T20:49:35.480Z,M
-0.74131,-0.06214,-0.18475,300,2167,-7044,-2185,2140,518,2300,-233,483,-100,,,2024-06-27T20:49:35.500Z,M
-0.71265,-0.03192,-0.16286,296,2585,-7478,-1487,2397,619,2250,-252,476,-119,,,2024-06-27T20:49:35.520Z,M
-0.69738,-0.01810,-0.15412,296,2601,-8138,-517,2285,660,1950,-271,480,-128,,,2024-06-27T20:49:35.540Z,M
-0.68455,-0.01089,-0.14721,295,1505,-8870,-73,1912,256,1237,-270,481,-134,,,2024-06-27T20:49:35.560Z,M
-0.67381,-0.00615,-0.14139,294,1663,-8660,313,1581,119,941,-266,475,-140,,,2024-06-27T20:49:35.580Z,M
-0.66334,-0.00056,-0.13543,294,1667,-8158,997,1493,161,1010,-280,463,-139,,,2024-06-27T20:49:35.600Z,M
-0.6518,0.00490,-0.12972,294,1979,-8884,1243,1614,186,985,-280,460,-147,,,2024-06-27T20:49:35.620Z,M
-0.64079,0.01014,-0.12414,294,1985,-9476,1469,1513,166,947,-284,467,-143,,,2024-06-27T20:49:35.640Z,M
-0.63201,0.01644,-0.11625,293,1943,-9642,1523,1189,71,1178,-283,466,-154,,,2024-06-27T20:49:35.660Z,M
-0.61817,0.03307,-0.09213,292,1121,-9292,1829,843,-93,1760,-298,452,-164,,,2024-06-27T20:49:35.680Z,M
-0.61341,0.04282,-0.07907,292,235,-9368,2251,559,-23,1778,-298,452,-172,,,2024-06-27T20:49:35.700Z,M
-0.61016,0.05485,-0.06538,292,-317,-9350,2301,301,124,1958,-301,444,-174,,,2024-06-27T20:49:35.720Z,M
-0.6077,0.07023,-0.04886,293,-271,-9170,2207,121,231,2397,-298,444,-174,,,2024-06-27T20:49:35.740Z,M
-0.60537,0.08734,-0.0306,292,-301,-9326,2081,32,264,2651,-315,456,-178,,,2024-06-27T20:49:35.760Z,M
-0.60387,0.10382,-0.01229,291,-727,-9712,2383,-123,217,2603,-319,447,-172,,,2024-06-27T20:49:35.780Z,M
-0.60409,0.11952,0.00624,291,-1667,-9890,2495,-394,158,2550,-326,442,-179,,,2024-06-27T20:49:35.800Z,M
-0.60603,0.13522,0.02552,291,-2375,-10076,2063,-685,130,2594,-339,442,-172,,,2024-06-27T20:49:35.820Z,M
-0.6133,0.17194,0.07145,292,-2249,-8646,1889,-1175,232,3346,-343,435,-158,,,2024-06-27T20:49:35.840Z,M
-0.61515,0.19679,0.1009,294,-2337,-7696,1589,-1208,339,4093,-345,443,-163,,,2024-06-27T20:49:35.860Z,M
-0.61475,0.22509,0.13374,293,-2267,-6924,1739,-1201,404,4673,-371,430,-158,,,2024-06-27T20:49:35.880Z,M
-0.61168,0.25646,0.16808,293,-2625,-6232,1587,-1100,540,5049,-385,423,-157,,,2024-06-27T20:49:35.900Z,M
-0.60366,0.29017,0.20287,292,-2347,-5552,717,-695,617,5375,-394,427,-153,,,2024-06-27T20:49:35.920Z,M
-0.58878,0.32650,0.23663,294,-2565,-4898,-475,-2,704,5652,-403,426,-149,,,2024-06-27T20:49:35.940Z,M
-0.566,0.36482,0.269,293,-3617,-3972,-471,795,666,5903,-422,396,-145,,,2024-06-27T20:49:35.960Z,M
-0.50021,0.44789,0.32499,291,-5713,-1876,-249,2130,924,6120,-440,367,-148,,,2024-06-27T20:49:35.980Z,M
-0.45938,0.49100,0.34618,293,-6233,-1178,69,2770,1076,6147,-438,351,-150,,,2024-06-27T20:49:36Z,M
-0.41733,0.53178,0.36421,292,-6975,-618,453,2832,1116,5948,-447,320,-137,,,2024-06-27T20:49:36.020Z,M
-0.3769,0.56788,0.38008,291,-6955,-320,405,2587,1049,5564,-453,301,-138,,,2024-06-27T20:49:36.040Z,M
-0.34032,0.59800,0.39361,290,-7093,-696,751,2214,921,4947,-445,282,-135,,,2024-06-27T20:49:36.060Z,M
-0.30983,0.62084,0.40607,289,-7207,-1134,-345,1608,694,4194,-457,268,-127,,,2024-06-27T20:49:36.080Z,M
-0.28915,0.63599,0.41838,291,-7173,-1152,-455,671,596,3254,-447,241,-127,,,2024-06-27T20:49:36.100Z,M
-0.27495,0.64322,0.43866,293,-9123,994,-1055,-571,-98,1007,-440,224,-120,,,2024-06-27T20:49:36.120Z,M
-0.27818,0.63810,0.44357,293,-9811,1676,-1231,-774,-332,-102,-444,231,-127,,,2024-06-27T20:49:36.140Z,M
-0.28638,0.62977,0.44252,293,-10379,1568,-1159,-665,-495,-1159,-449,217,-127,,,2024-06-27T20:49:36.160Z,M
-0.30028,0.61864,0.43577,293,-9855,1260,73,-647,-495,-2163,-439,220,-127,,,2024-06-27T20:49:36.180Z,M
-0.31999,0.60377,0.4251,293,-9503,660,-21,-838,-514,-3035,-438,227,-130,,,2024-06-27T20:49:36.200Z,M
-0.34308,0.58600,0.41312,293,-8737,196,-149,-1095,-544,-3439,-453,235,-125,,,2024-06-27T20:49:36.220Z,M
-0.36664,0.56819,0.40082,293,-8581,102,-331,-1174,-404,-3417,-459,249,-137,,,2024-06-27T20:49:36.240Z,M
-0.38968,0.55329,0.38675,300,-9861,-386,-257,-1019,38,-3260,-451,264,-135,,,2024-06-27T20:49:36.260Z,M
-0.43624,0.51884,0.34808,310,-9841,-2164,505,-673,-126,-4192,-454,283,-139,,,2024-06-27T20:49:36.280Z,M
-0.46437,0.49229,0.32235,313,-9823,-2652,511,-880,-404,-5097,-454,302,-142,,,2024-06-27T20:49:36.300Z,M
-0.49713,0.46027,0.29358,315,-9359,-3132,697,-1324,-387,-5765,-452,323,-137,,,2024-06-27T20:49:36.320Z,M
-0.53276,0.42543,0.26271,319,-8359,-3344,597,-1744,-197,-6076,-452,328,-142,,,2024-06-27T20:49:36.340Z,M
-0.56673,0.39038,0.22997,323,-7157,-3378,437,-1715,-24,-6106,-454,355,-129,,,2024-06-27T20:49:36.360Z,M
-0.59847,0.35394,0.1946,322,-6293,-3256,477,-1561,49,-6212,-436,381,-132,,,2024-06-27T20:49:36.380Z,M
-0.62678,0.31628,0.15575,322,-5283,-2888,235,-1244,135,-6403,-431,400,-132,,,2024-06-27T20:49:36.400Z,M
-0.66837,0.23740,0.0688,321,-3149,-2576,275,-309,187,-6691,-399,425,-133,,,2024-06-27T20:49:36.420Z,M
-0.68075,0.19552,0.0231,319,-2169,-3062,23,191,73,-6751,-384,448,-128,,,2024-06-27T20:49:36.440Z,M
-0.68661,0.15156,-0.02064,319,-919,-3842,329,726,-273,-6621,-372,455,-124,,,2024-06-27T20:49:36.460Z,M
-0.687,0.10754,-0.06192,318,109,-4662,553,1107,-444,-6348,-352,463,-134,,,2024-06-27T20:49:36.480Z,M
-0.68284,0.06666,-0.1,321,843,-5416,983,1358,-420,-5824,-353,467,-128,,,2024-06-27T20:49:36.500Z,M
-0.67459,0.03172,-0.13152,315,1669,-6212,1281,1596,-366,-4853,-301,463,-142,,,2024-06-27T20:49:36.520Z,M
-0.66346,0.00341,-0.15637,312,2795,-7282,1203,1762,-296,-3806,-297,472,-145,,,2024-06-27T20:49:36.540Z,M
-0.64061,-0.03524,-0.18845,304,5495,-9772,357,1590,-156,-2155,-271,462,-145,,,2024-06-27T20:49:36.560Z,M
-0.63092,-0.04653,-0.19733,301,5725,-10684,489,1320,-85,-1409,-260,458,-154,,,2024-06-27T20:49:36.580Z,M
-0.62568,-0.05235,-0.20216,298,5311,-10688,835,696,-28,-752,-261,456,-161,,,2024-06-27T20:49:36.600Z,M
-0.62491,-0.05569,-0.20404,298,4743,-10346,1111,112,-137,-387,-261,451,-166,,,2024-06-27T20:49:36.620Z,M
-0.62679,-0.05883,-0.20477,298,4335,-9816,1509,-223,-265,-307,-258,454,-161,,,2024-06-27T20:49:36.640Z,M
-0.62885,-0.06244,-0.20614,298,4353,-9230,1335,-258,-267,-397,-257,452,-159,,,2024-06-27T20:49:36.660Z,M
-0.62909,-0.06828,-0.21098,298,4467,-8958,1209,-64,-169,-827,-252,455,-157,,,2024-06-27T20:49:36.680Z,M
-0.62768,-0.07802,-0.22179,298,4112,-8988,1353,57,-57,-1590,-262,444,-149,,,2024-06-27T20:49:36.700Z,M
-0.62532,-0.11384,-0.2642,297,3751,-9122,1689,-392,-79,-3633,-243,454,-171,,,2024-06-27T20:49:36.720Z,M
-0.62651,-0.13989,-0.29626,295,3403,-8536,1643,-958,-149,-4714,-237,439,-162,,,2024-06-27T20:49:36.740Z,M
-0.62849,-0.16783,-0.3318,294,3515,-7182,1453,-1397,-182,-5326,-221,442,-164,,,2024-06-27T20:49:36.760Z,M
-0.62937,-0.19753,-0.37061,293,3531,-5952,1599,-1670,-134,-5841,-215,425,-153,,,2024-06-27T20:49:36.780Z,M
-0.6272,-0.22761,-0.41129,293,3405,-4884,1821,-1712,9,-6200,-194,433,-150,,,2024-06-27T20:49:36.800Z,M
-0.62127,-0.25650,-0.45305,292,3377,-3706,1791,-1716,268,-6396,-179,417,-155,,,2024-06-27T20:49:36.820Z,M
-0.61216,-0.28289,-0.49309,291,4129,-2790,1393,-1631,447,-6240,-165,407,-144,,,2024-06-27T20:49:36.840Z,M
-0.58431,-0.33485,-0.56792,291,5259,-1214,519,-1390,489,-6454,-160,365,-134,,,2024-06-27T20:49:36.860Z,M
-0.5651,-0.36080,-0.60484,291,6121,12,301,-1480,591,-6804,-138,369,-145,,,2024-06-27T20:49:36.880Z,M
