Q9_1,Q9_2,Q9_3,HeadAcc,RawAX,RawAY,RawAZ,RawGX,RawGY,RawGZ,RawMX,RawMY,RawMZ,lon,lat,utc_datetime,ME
0.63784,-0.54018,0.28879,339,7188,2914,-2858,-31,-770,60,-251,221,125,,,2024-06-27T20:48:44.730Z,M
0.63929,-0.54469,0.28361,339,7752,2940,-3396,26,-831,39,-257,220,114,,,2024-06-27T20:48:44.750Z,M
0.64064,-0.54839,0.27928,339,8110,2872,-3738,60,-699,6,-254,217,114,,,2024-06-27T20:48:44.770Z,M
0.64167,-0.55103,0.27677,339,8046,2404,-4272,128,-488,33,-246,237,108,,,2024-06-27T20:48:44.790Z,M
0.64223,-0.55325,0.27673,339,7878,1928,-4360,282,-310,166,-242,244,89,,,2024-06-27T20:48:44.810Z,M
0.64269,-0.55776,0.27933,339,6564,1678,-3758,353,-230,259,-237,252,91,,,2024-06-27T20:48:44.830Z,M
0.64336,-0.55885,0.28024,339,6120,1560,-3284,333,-166,112,-238,248,90,,,2024-06-27T20:48:44.850Z,M
0.64408,-0.55845,0.28081,339,5978,1718,-3094,217,-3,-67,-237,257,81,,,2024-06-27T20:48:44.870Z,M
0.6448,-0.55618,0.28099,339,6318,2098,-3128,65,212,-287,-233,261,88,,,2024-06-27T20:48:44.890Z,M
0.64523,-0.55279,0.28127,339,7056,2512,-3294,-26,373,-385,-246,266,95,,,2024-06-27T20:48:44.910Z,M
0.64511,-0.54988,0.28189,339,7734,2724,-3418,-52,381,-296,-246,277,100,,,2024-06-27T20:48:44.930Z,M
0.64481,-0.54835,0.28248,339,7780,2594,-3412,-9,233,-151,-254,278,111,,,2024-06-27T20:48:44.950Z,M
0.64483,-0.54800,0.28339,339,6992,2006,-3334,108,10,-19,-266,282,103,,,2024-06-27T20:48:44.970Z,M
0.64483,-0.54751,0.28376,339,6814,2054,-3282,47,71,-57,-263,301,110,,,2024-06-27T20:48:44.990Z,M
0.64468,-0.54654,0.28414,339,6868,2112,-3400,3,149,-105,-258,290,120,,,2024-06-27T20:48:45.010Z,M
0.64448,-0.54542,0.28446,339,7208,2218,-3478,-19,166,-123,-253,293,113,,,2024-06-27T20:48:45.030Z,M
0.64414,-0.54429,0.28495,339,7394,2216,-3486,-26,189,-111,-256,295,120,,,2024-06-27T20:48:45.050Z,M
0.64355,-0.54330,0.28581,339,7392,2266,-3344,-18,207,-64,-256,298,125,,,2024-06-27T20:48:45.070Z,M
0.64287,-0.54301,0.28664,339,7308,2326,-3272,16,138,4,-257,281,127,,,2024-06-27T20:48:45.090Z,M
0.64249,-0.54357,0.28693,339,6970,2146,-3252,32,-9,-9,-242,291,124,,,2024-06-27T20:48:45.110Z,M
0.64231,-0.54326,0.28688,339,7030,2116,-3212,-15,55,-62,-253,295,123,,,2024-06-27T20:48:45.130Z,M
0.64168,-0.54313,0.28695,339,7348,2312,-3258,-52,87,-28,-246,287,125,,,2024-06-27T20:48:45.150Z,M
0.64084,-0.54355,0.28718,339,7476,2354,-3346,-35,52,42,-247,286,116,,,2024-06-27T20:48:45.170Z,M
0.64019,-0.54439,0.28741,339,7320,2232,-3382,4,-19,87,-246,295,130,,,2024-06-27T20:48:45.190Z,M
0.63978,-0.54519,0.28768,339,7148,2054,-3366,44,-35,75,-243,287,115,,,2024-06-27T20:48:45.210Z,M
0.63988,-0.54518,0.28792,339,6798,1960,-3356,71,4,-17,-242,289,129,,,2024-06-27T20:48:45.230Z,M
0.64003,-0.54473,0.28795,339,6880,2016,-3206,41,40,-79,-240,282,135,,,2024-06-27T20:48:45.250Z,M
0.64023,-0.54450,0.28697,339,7228,2204,-3178,-1,-40,-75,-234,289,124,,,2024-06-27T20:48:45.270Z,M
0.64027,-0.54498,0.28622,339,7398,2302,-3298,-5,-84,-32,-238,282,123,,,2024-06-27T20:48:45.290Z,M
0.64009,-0.54581,0.28554,339,7480,2294,-3362,-12,-98,12,-238,282,128,,,2024-06-27T20:48:45.310Z,M
0.63996,-0.54618,0.2853,339,7308,2324,-3456,15,-32,-6,-239,283,127,,,2024-06-27T20:48:45.330Z,M
0.63981,-0.54572,0.28565,339,7248,2198,-3468,28,85,-51,-252,289,134,,,2024-06-27T20:48:45.350Z,M
0.63959,-0.54479,0.2862,339,7040,2096,-3276,6,153,-85,-238,293,123,,,2024-06-27T20:48:45.370Z,M
0.63939,-0.54398,0.28661,339,7000,2100,-3150,3,129,-81,-235,290,128,,,2024-06-27T20:48:45.390Z,M
0.63902,-0.54425,0.28642,339,7120,2334,-2964,3,-50,13,-240,290,125,,,2024-06-27T20:48:45.410Z,M
0.63838,-0.54490,0.28596,339,7278,2412,-3178,-63,-21,20,-244,283,127,,,2024-06-27T20:48:45.430Z,M
0.63791,-0.54513,0.28556,339,7098,2320,-3192,-55,15,-25,-242,281,134,,,2024-06-27T20:48:45.450Z,M
0.63801,-0.54503,0.28481,339,7178,2270,-3262,-25,-20,-93,-246,282,133,,,2024-06-27T20:48:45.470Z,M
0.63846,-0.54485,0.28424,339,7180,2294,-3334,31,-45,-91,-234,289,132,,,2024-06-27T20:48:45.490Z,M
0.63903,-0.54475,0.28382,339,7290,2264,-3270,66,-66,-74,-239,291,127,,,2024-06-27T20:48:45.510Z,M
0.63941,-0.54464,0.28357,339,7284,2246,-3258,49,-40,-60,-239,297,129,,,2024-06-27T20:48:45.530Z,M
0.63935,-0.54346,0.28338,339,6972,2180,-3076,-34,84,-93,-240,290,128,,,2024-06-27T20:48:45.550Z,M
0.63925,-0.54284,0.28307,339,7154,2416,-3188,-50,71,-104,-242,297,132,,,2024-06-27T20:48:45.570Z,M
0.639,-0.54261,0.28313,339,7530,2530,-3248,-7,54,-40,-239,286,134,,,2024-06-27T20:48:45.590Z,M
0.63876,-0.54255,0.28327,339,7476,2462,-3416,15,41,-22,-240,282,123,,,2024-06-27T20:48:45.610Z,M
0.63858,-0.54212,0.28383,339,7300,2256,-3226,48,91,-35,-243,282,125,,,2024-06-27T20:48:45.630Z,M
0.63819,-0.54137,0.28429,339,6948,2144,-3196,-8,150,-71,-246,282,130,,,2024-06-27T20:48:45.650Z,M
0.6377,-0.54077,0.28456,339,6810,2192,-3074,-36,136,-65,-246,287,120,,,2024-06-27T20:48:45.670Z,M
0.63826,-0.54094,0.2835,339,6926,2280,-3074,62,-120,-81,-238,279,123,,,2024-06-27T20:48:45.690Z,M
0.63917,-0.54074,0.28259,339,7090,2404,-3022,68,-107,-123,-240,287,120,,,2024-06-27T20:48:45.710Z,M
0.63986,-0.54087,0.28168,339,7364,2506,-3186,56,-119,-89,-238,277,138,,,2024-06-27T20:48:45.730Z,M
0.64017,-0.54086,0.28116,339,7434,2516,-3356,29,-47,-69,-247,286,129,,,2024-06-27T20:48:45.750Z,M
0.64017,-0.54002,0.28113,339,7320,2398,-3346,-7,100,-117,-249,286,124,,,2024-06-27T20:48:45.770Z,M
0.64002,-0.53870,0.28149,339,7114,2264,-3256,-16,186,-140,-244,286,119,,,2024-06-27T20:48:45.790Z,M
0.64018,-0.53748,0.28151,339,6890,2274,-3172,-1,128,-154,-246,290,115,,,2024-06-27T20:48:45.810Z,M
0.6404,-0.53698,0.2814,339,7054,2324,-3086,30,32,-90,-239,286,122,,,2024-06-27T20:48:45.830Z,M
0.64023,-0.53765,0.28076,339,7222,2630,-3108,-5,-38,-19,-253,285,133,,,2024-06-27T20:48:45.850Z,M
0.63981,-0.53764,0.28067,339,7278,2676,-3078,-30,43,-24,-242,283,139,,,2024-06-27T20:48:45.870Z,M
0.63939,-0.53742,0.28035,339,7136,2624,-3026,-58,61,-63,-242,278,122,,,2024-06-27T20:48:45.890Z,M
0.63893,-0.53748,0.27994,339,7244,2604,-3088,-58,32,-43,-242,275,129,,,2024-06-27T20:48:45.910Z,M
0.63876,-0.53765,0.27947,339,7260,2460,-3116,-26,-16,-39,-242,286,124,,,2024-06-27T20:48:45.930Z,M
0.63854,-0.53816,0.27921,339,7186,2470,-3208,11,-38,7,-251,274,138,,,2024-06-27T20:48:45.950Z,M
0.63811,-0.53908,0.27909,339,7146,2522,-3168,13,-58,63,-247,275,139,,,2024-06-27T20:48:45.970Z,M
0.63731,-0.54062,0.27847,339,7270,2488,-2956,-15,-52,30,-242,278,129,,,2024-06-27T20:48:45.990Z,M
0.6366,-0.54161,0.27832,339,7288,2508,-3038,-28,-46,76,-237,281,129,,,2024-06-27T20:48:46.010Z,M
0.63607,-0.54217,0.27831,339,7196,2532,-3219,-11,-4,39,-243,279,130,,,2024-06-27T20:48:46.030Z,M
0.6358,-0.54237,0.27821,339,7067,2502,-3346,2,10,-9,-243,279,120,,,2024-06-27T20:48:46.050Z,M
0.63588,-0.54256,0.27786,339,7027,2502,-3228,28,-34,-33,-242,275,132,,,2024-06-27T20:48:46.070Z,M
0.63572,-0.54340,0.27742,339,7079,2234,-3153,12,-92,25,-247,281,124,,,2024-06-27T20:48:46.090Z,M
0.63549,-0.54410,0.27692,339,6881,2186,-3287,-16,-68,12,-237,283,132,,,2024-06-27T20:48:46.110Z,M
0.63402,-0.54466,0.27731,339,7539,2532,-3305,-26,69,29,-238,287,120,,,2024-06-27T20:48:46.130Z,M
0.63359,-0.54500,0.27738,339,7623,2622,-3235,7,11,18,-244,275,116,,,2024-06-27T20:48:46.150Z,M
0.6335,-0.54603,0.27691,339,7059,2470,-2873,37,-127,45,-242,275,119,,,2024-06-27T20:48:46.170Z,M
0.63351,-0.54789,0.27567,339,6127,1986,-2659,5,-257,79,-243,285,123,,,2024-06-27T20:48:46.190Z,M
0.63277,-0.54946,0.27416,339,5907,1850,-2851,-130,-149,42,-234,270,122,,,2024-06-27T20:48:46.210Z,M
0.63152,-0.54992,0.27262,332,6789,2106,-3139,-269,33,-65,-248,282,125,,,2024-06-27T20:48:46.230Z,M
0.63092,-0.54962,0.27083,328,7723,2776,-3427,-245,38,-159,-242,291,127,,,2024-06-27T20:48:46.250Z,M
0.6305,-0.55046,0.2693,325,7769,2512,-3319,0,-90,51,-242,286,129,,,2024-06-27T20:48:46.270Z,M
0.62995,-0.55162,0.2697,325,7229,2316,-3349,43,-64,128,-235,285,125,,,2024-06-27T20:48:46.290Z,M
0.62954,-0.55164,0.27037,325,6755,2056,-3323,33,71,26,-240,285,125,,,2024-06-27T20:48:46.310Z,M
0.62947,-0.55038,0.27089,325,6623,2016,-3197,-2,179,-118,-240,290,130,,,2024-06-27T20:48:46.330Z,M
0.62915,-0.54949,0.27109,325,6891,2256,-3065,-43,144,-94,-239,286,134,,,2024-06-27T20:48:46.350Z,M
0.62854,-0.54886,0.27135,325,7403,2616,-3061,-63,144,-55,-238,285,133,,,2024-06-27T20:48:46.370Z,M
0.62785,-0.54874,0.27165,325,7615,2826,-3041,-41,91,4,-235,285,123,,,2024-06-27T20:48:46.390Z,M
0.62636,-0.55022,0.27244,325,7483,2820,-3109,21,1,104,-230,282,123,,,2024-06-27T20:48:46.410Z,M
0.62568,-0.55138,0.27297,325,7513,2720,-2985,46,-53,145,-234,281,132,,,2024-06-27T20:48:46.430Z,M
0.62549,-0.55267,0.2734,325,7025,2504,-3057,106,-119,141,-235,285,123,,,2024-06-27T20:48:46.450Z,M
0.62557,-0.55354,0.27408,325,6885,2242,-3055,146,-90,109,-249,289,132,,,2024-06-27T20:48:46.470Z,M
0.62571,-0.55381,0.27484,325,6873,2088,-3169,135,-18,46,-238,282,120,,,2024-06-27T20:48:46.490Z,M
0.62601,-0.55351,0.2756,325,6825,2010,-3311,125,36,-14,-238,287,123,,,2024-06-27T20:48:46.510Z,M
0.62645,-0.55257,0.2763,325,6933,2102,-3459,108,95,-83,-242,289,124,,,2024-06-27T20:48:46.530Z,M
0.6256,-0.55016,0.27889,325,7399,1894,-3449,40,465,-84,-243,290,123,,,2024-06-27T20:48:46.550Z,M
0.62747,-0.54845,0.28032,325,7183,2216,-2727,224,-106,-61,-231,281,129,,,2024-06-27T20:48:46.570Z,M
0.6285,-0.54830,0.28064,325,7153,2342,-2663,204,-90,-39,-234,278,142,,,2024-06-27T20:48:46.590Z,M
0.62927,-0.54813,0.28033,325,6943,2624,-2587,111,-80,-72,-237,281,129,,,2024-06-27T20:48:46.610Z,M
0.63003,-0.54853,0.27925,325,7129,2454,-2563,57,-175,-69,-235,285,128,,,2024-06-27T20:48:46.630Z,M
0.63007,-0.54943,0.27742,325,7005,2514,-3187,-93,-166,-57,-238,279,125,,,2024-06-27T20:48:46.650Z,M
0.62748,-0.55076,0.27751,325,7461,2450,-3199,-252,123,164,-233,279,128,,,2024-06-27T20:48:46.670Z,M
0.62401,-0.55202,0.2782,325,7551,2402,-3051,-319,240,217,-243,285,125,,,2024-06-27T20:48:46.690Z,M
0.62131,-0.55369,0.27753,325,7259,2332,-2949,-65,-28,38,-229,286,124,,,2024-06-27T20:48:46.710Z,M
0.62095,-0.55433,0.27717,325,7131,2108,-3109,-26,-48,18,-243,285,120,,,2024-06-27T20:48:46.730Z,M
0.62062,-0.55416,0.2769,325,7187,2364,-2929,-50,43,-51,-226,286,111,,,2024-06-27T20:48:46.750Z,M
0.61988,-0.55459,0.27667,325,7365,2458,-3057,-62,23,15,-233,269,123,,,2024-06-27T20:48:46.770Z,M
0.61863,-0.55561,0.2767,325,7371,2470,-3187,-85,13,108,-235,282,123,,,2024-06-27T20:48:46.790Z,M
0.61741,-0.55677,0.2771,325,7359,2518,-3095,-50,0,152,-238,293,128,,,2024-06-27T20:48:46.810Z,M
0.61642,-0.55796,0.27748,325,7269,2598,-3067,-10,-26,149,-242,283,127,,,2024-06-27T20:48:46.830Z,M
0.61715,-0.55838,0.27865,325,7463,2462,-3167,212,-64,-11,-233,285,128,,,2024-06-27T20:48:46.850Z,M
0.6188,-0.55813,0.27911,325,7127,2214,-3133,287,-129,-54,-239,283,124,,,2024-06-27T20:48:46.870Z,M
0.62041,-0.55819,0.27956,325,7139,2064,-3073,300,-164,-26,-230,277,128,,,2024-06-27T20:48:46.890Z,M
0.6216,-0.55817,0.27996,325,6617,1840,-3103,230,-108,-29,-244,286,127,,,2024-06-27T20:48:46.910Z,M
0.62262,-0.55769,0.2799,325,6597,1762,-3041,134,-52,-102,-235,290,128,,,2024-06-27T20:48:46.930Z,M
0.62328,-0.55674,0.27937,325,6667,1826,-3109,26,31,-178,-244,281,116,,,2024-06-27T20:48:46.950Z,M
0.62385,-0.55546,0.27862,325,7039,2152,-3075,-21,71,-221,-240,279,130,,,2024-06-27T20:48:46.970Z,M
0.62466,-0.55470,0.27767,325,7273,2454,-2907,12,-34,-178,-235,290,123,,,2024-06-27T20:48:46.990Z,M
0.62485,-0.55485,0.27717,325,7725,2262,-3049,-12,66,32,-230,290,115,,,2024-06-27T20:48:47.010Z,M
0.62336,-0.55430,0.27849,325,7669,2170,-3039,-74,260,35,-230,285,128,,,2024-06-27T20:48:47.030Z,M
0.62187,-0.55387,0.27988,325,7305,2524,-2861,-61,248,63,-237,291,122,,,2024-06-27T20:48:47.050Z,M
0.62165,-0.55385,0.28007,325,7021,2618,-3275,20,38,0,-237,283,124,,,2024-06-27T20:48:47.070Z,M
0.62127,-0.55353,0.28079,325,7551,2454,-3579,35,110,0,-238,282,125,,,2024-06-27T20:48:47.090Z,M
0.62089,-0.55225,0.2827,325,7343,2192,-3423,98,259,-15,-233,290,128,,,2024-06-27T20:48:47.110Z,M
0.62,-0.55086,0.28532,325,7073,2190,-3135,93,344,37,-242,294,124,,,2024-06-27T20:48:47.130Z,M
0.61861,-0.54695,0.29225,325,7385,2286,-3085,231,454,24,-238,285,123,,,2024-06-27T20:48:47.150Z,M
0.61884,-0.54580,0.29569,325,4207,2870,-615,350,217,99,-239,291,122,,,2024-06-27T20:48:47.170Z,M
0.62175,-0.54775,0.29551,325,5907,2406,-1755,497,-543,112,-234,289,116,,,2024-06-27T20:48:47.190Z,M
0.62577,-0.55012,0.2924,325,5953,1940,-2247,389,-804,-68,-217,282,108,,,2024-06-27T20:48:47.210Z,M
0.62979,-0.55069,0.2884,325,6717,1958,-2873,225,-632,-314,-212,282,105,,,2024-06-27T20:48:47.230Z,M
0.63368,-0.54935,0.28433,325,7529,2170,-3587,111,-387,-516,-213,278,101,,,2024-06-27T20:48:47.250Z,M
0.63714,-0.54777,0.28005,325,8309,2554,-4075,32,-325,-543,-210,271,98,,,2024-06-27T20:48:47.270Z,M
0.6409,-0.55072,0.2765,325,8111,2504,-3705,293,-480,195,-215,256,103,,,2024-06-27T20:48:47.290Z,M
0.6411,-0.55596,0.27672,325,7697,2574,-3279,396,-646,519,-220,264,85,,,2024-06-27T20:48:47.310Z,M
0.6414,-0.56208,0.27732,325,7165,2546,-3105,510,-768,647,-210,269,98,,,2024-06-27T20:48:47.330Z,M
0.6415,-0.56865,0.27885,325,7067,2684,-3081,630,-790,771,-212,264,93,,,2024-06-27T20:48:47.350Z,M
0.64057,-0.57555,0.2805,325,7351,2496,-3465,526,-723,837,-203,270,89,,,2024-06-27T20:48:47.370Z,M
0.63855,-0.58229,0.28283,325,7717,2362,-3767,455,-568,883,-207,261,100,,,2024-06-27T20:48:47.390Z,M
0.63555,-0.58942,0.28645,325,7905,2252,-3957,482,-469,1024,-206,270,94,,,2024-06-27T20:48:47.410Z,M
0.6317,-0.59767,0.29099,318,7771,1966,-4003,562,-532,1248,-197,282,80,,,2024-06-27T20:48:47.430Z,M
0.62331,-0.61923,0.29909,311,6669,1362,-4027,773,-1020,1618,-202,279,95,,,2024-06-27T20:48:47.450Z,M
0.61918,-0.63113,0.30341,311,6541,950,-4159,942,-1180,1727,-198,278,99,,,2024-06-27T20:48:47.470Z,M
0.61444,-0.64393,0.30787,311,6585,606,-4181,1039,-1335,1897,-194,285,98,,,2024-06-27T20:48:47.490Z,M
0.60867,-0.65827,0.31178,309,6511,518,-4127,1072,-1572,2137,-211,297,99,,,2024-06-27T20:48:47.510Z,M
0.60206,-0.67331,0.31445,306,6425,196,-4531,995,-1717,2235,-194,308,95,,,2024-06-27T20:48:47.530Z,M
0.59521,-0.68750,0.31637,304,6029,-186,-4743,916,-1686,2152,-213,315,104,,,2024-06-27T20:48:47.550Z,M
0.58837,-0.70060,0.31802,304,5841,-462,-4905,901,-1639,2059,-226,320,111,,,2024-06-27T20:48:47.570Z,M
0.57595,-0.72542,0.31738,304,5361,-1262,-5243,854,-1974,1905,-220,327,103,,,2024-06-27T20:48:47.590Z,M
0.56989,-0.73723,0.31537,301,4841,-1620,-5517,811,-2028,1894,-234,334,101,,,2024-06-27T20:48:47.610Z,M
0.5628,-0.74870,0.31361,301,4641,-1994,-5647,812,-1968,1953,-235,340,113,,,2024-06-27T20:48:47.630Z,M
0.55508,-0.75953,0.31192,298,4455,-2532,-5821,789,-1894,1945,-240,343,110,,,2024-06-27T20:48:47.650Z,M
0.54691,-0.76977,0.30979,298,4275,-2890,-6095,692,-1800,1893,-257,341,134,,,2024-06-27T20:48:47.670Z,M
0.5385,-0.77942,0.30698,297,4193,-3192,-6297,552,-1699,1834,-267,355,109,,,2024-06-27T20:48:47.690Z,M
0.52996,-0.78829,0.30419,297,3729,-3434,-6559,487,-1555,1753,-275,360,116,,,2024-06-27T20:48:47.710Z,M
0.51522,-0.80074,0.30293,295,2857,-3962,-6897,666,-1096,1276,-288,352,122,,,2024-06-27T20:48:47.740Z,M
0.50927,-0.80434,0.30486,294,2399,-3920,-6743,744,-840,1067,-285,360,114,,,2024-06-27T20:48:47.760Z,M
0.50324,-0.80735,0.30769,294,2241,-3830,-6653,753,-645,999,-287,367,105,,,2024-06-27T20:48:47.780Z,M
0.49573,-0.81097,0.31072,294,2291,-3852,-6807,690,-494,1136,-290,376,96,,,2024-06-27T20:48:47.800Z,M
-0.48632,0.81558,-0.31353,294,2257,-4018,-7261,669,-486,1361,-293,365,101,,,2024-06-27T20:48:47.820Z,M
-0.4768,0.81972,-0.31691,296,2051,-4168,-7757,807,-608,1406,-299,372,105,,,2024-06-27T20:48:47.840Z,M
-0.46898,0.82178,-0.32214,296,1785,-4172,-7723,1128,-682,1188,-299,367,105,,,2024-06-27T20:48:47.860Z,M
-0.463,0.82138,-0.32999,298,1817,-4046,-7323,1483,-707,940,-307,382,108,,,2024-06-27T20:48:47.880Z,M
-0.45227,0.81626,-0.35123,298,2109,-5028,-6167,1887,-673,807,-308,394,84,,,2024-06-27T20:48:47.900Z,M
-0.44592,0.81365,-0.36137,300,1549,-5958,-5771,1799,-734,913,-320,390,98,,,2024-06-27T20:48:47.920Z,M
-0.43817,0.81221,-0.36974,301,871,-6206,-5455,1571,-674,1068,-319,392,89,,,2024-06-27T20:48:47.940Z,M
-0.42893,0.81160,-0.37686,304,585,-6160,-4773,1469,-716,1280,-321,407,86,,,2024-06-27T20:48:47.960Z,M
-0.41942,0.81073,-0.38359,304,511,-6304,-4445,1471,-779,1318,-317,404,83,,,2024-06-27T20:48:47.980Z,M
-0.40927,0.81031,-0.38938,304,493,-6464,-4643,1345,-705,1379,-329,410,79,,,2024-06-27T20:48:48Z,M
-0.39907,0.81052,-0.39373,307,297,-6270,-4653,1126,-604,1366,-343,409,85,,,2024-06-27T20:48:48.020Z,M
-0.38369,0.81019,-0.4002,317,-649,-6206,-4987,778,-367,820,-349,415,61,,,2024-06-27T20:48:48.040Z,M
-0.37939,0.80900,-0.40395,317,-785,-6272,-4735,692,-189,461,-344,415,69,,,2024-06-27T20:48:48.060Z,M
-0.37692,0.80722,-0.40803,317,-495,-6612,-4329,610,-84,190,-347,423,66,,,2024-06-27T20:48:48.080Z,M
-0.3755,0.80577,-0.41119,317,-241,-6934,-4175,427,-19,77,-354,429,56,,,2024-06-27T20:48:48.100Z,M
-0.37394,0.80548,-0.41264,317,-285,-6860,-4263,198,17,126,-351,422,67,,,2024-06-27T20:48:48.120Z,M
-0.37247,0.80551,-0.41312,317,-507,-6922,-4519,124,-61,169,-345,422,60,,,2024-06-27T20:48:48.140Z,M
-0.37455,0.80343,-0.41347,317,-769,-7144,-5021,217,-427,-121,-357,429,49,,,2024-06-27T20:48:48.160Z,M
-0.37734,0.79625,-0.42031,317,-403,-6972,-4623,660,-339,-178,-354,423,56,,,2024-06-27T20:48:48.180Z,M
-0.37873,0.79166,-0.42529,317,-153,-6734,-4547,781,-370,-215,-358,419,52,,,2024-06-27T20:48:48.200Z,M
-0.38036,0.78633,-0.43064,317,1079,-6276,-4797,901,-490,-194,-356,433,47,,,2024-06-27T20:48:48.220Z,M
-0.38048,0.78078,-0.43604,317,655,-6500,-4297,1052,-657,33,-348,425,50,,,2024-06-27T20:48:48.240Z,M
-0.37783,0.77616,-0.44154,322,281,-6946,-3839,1100,-538,325,-360,442,49,,,2024-06-27T20:48:48.260Z,M
-0.37384,0.77235,-0.44696,324,-417,-7228,-3871,1056,-381,414,-361,433,50,,,2024-06-27T20:48:48.280Z,M
-0.37055,0.76849,-0.45225,327,-815,-7534,-3653,981,-320,300,-361,433,37,,,2024-06-27T20:48:48.300Z,M
-0.36899,0.76446,-0.45678,327,-959,-7694,-3403,835,-363,120,-356,430,42,,,2024-06-27T20:48:48.320Z,M
-0.3703,0.75653,-0.46365,327,-503,-7590,-3531,556,-349,-142,-365,442,28,,,2024-06-27T20:48:48.340Z,M
-0.3709,0.75344,-0.46648,327,-331,-7482,-3375,472,-247,-111,-356,438,32,,,2024-06-27T20:48:48.360Z,M
-0.37069,0.75108,-0.46876,327,-337,-7572,-3283,412,-204,-4,-366,440,40,,,2024-06-27T20:48:48.380Z,M
-0.37018,0.74902,-0.47046,327,-321,-7640,-3187,379,-236,78,-374,446,35,,,2024-06-27T20:48:48.400Z,M
-0.36933,0.74746,-0.47153,327,-525,-7618,-3015,315,-240,143,-351,443,25,,,2024-06-27T20:48:48.420Z,M
-0.36848,0.74616,-0.47252,327,-819,-7710,-2937,271,-180,120,-369,443,30,,,2024-06-27T20:48:48.440Z,M
-0.36839,0.74456,-0.47378,327,-713,-7682,-2881,258,-164,10,-367,439,26,,,2024-06-27T20:48:48.460Z,M
-0.3689,0.74135,-0.47598,327,-609,-7578,-2823,205,-174,-13,-366,451,27,,,2024-06-27T20:48:48.480Z,M
-0.36901,0.74038,-0.47655,327,-605,-7484,-2891,139,-118,3,-369,448,25,,,2024-06-27T20:48:48.500Z,M
-0.36826,0.74002,-0.47689,327,-363,-7396,-2979,117,-58,104,-367,442,21,,,2024-06-27T20:48:48.520Z,M
-0.3667,0.74003,-0.47673,327,-441,-7386,-3027,120,-100,240,-361,435,20,,,2024-06-27T20:48:48.540Z,M
-0.36447,0.74002,-0.47713,327,-649,-7350,-3011,186,-32,270,-360,439,11,,,2024-06-27T20:48:48.560Z,M
-0.36268,0.73957,-0.47802,327,-791,-7410,-2953,222,-23,187,-379,446,22,,,2024-06-27T20:48:48.580Z,M
-0.36142,0.73902,-0.47877,327,-821,-7406,-2697,186,-47,135,-367,444,18,,,2024-06-27T20:48:48.600Z,M
-0.35981,0.73828,-0.4788,327,-863,-7334,-2513,84,-100,146,-366,438,10,,,2024-06-27T20:48:48.620Z,M
-0.3588,0.73873,-0.47791,327,-957,-7322,-2701,-7,-89,194,-363,440,27,,,2024-06-27T20:48:48.640Z,M
-0.35721,0.73950,-0.4762,331,-1145,-7604,-2809,-25,-155,338,-370,437,13,,,2024-06-27T20:48:48.660Z,M
-0.35486,0.74015,-0.47434,333,-1223,-7750,-2863,46,-235,464,-371,438,20,,,2024-06-27T20:48:48.680Z,M
-0.35287,0.74033,-0.4728,336,-1089,-7652,-3025,91,-266,419,-371,443,15,,,2024-06-27T20:48:48.700Z,M
-0.35122,0.74064,-0.47135,336,-1039,-7730,-3115,50,-211,352,-370,429,16,,,2024-06-27T20:48:48.720Z,M
-0.35009,0.74068,-0.47064,336,-1203,-7956,-3129,64,-139,222,-372,447,21,,,2024-06-27T20:48:48.740Z,M
-0.34916,0.73920,-0.47217,336,-1243,-7922,-2897,162,-50,-21,-375,431,18,,,2024-06-27T20:48:48.760Z,M
-0.34954,0.73848,-0.47243,336,-1287,-7692,-2749,74,-89,-24,-380,444,11,,,2024-06-27T20:48:48.780Z,M
-0.34995,0.73802,-0.4721,336,-1271,-7600,-2719,21,-119,16,-384,438,12,,,2024-06-27T20:48:48.800Z,M
-0.34983,0.73769,-0.47154,336,-1151,-7466,-2797,40,-150,102,-384,446,20,,,2024-06-27T20:48:48.820Z,M
-0.34913,0.73757,-0.47083,336,-1261,-7458,-2863,53,-147,174,-377,437,16,,,2024-06-27T20:48:48.840Z,M
-0.34833,0.73743,-0.47027,336,-1381,-7450,-2669,63,-123,173,-385,444,11,,,2024-06-27T20:48:48.860Z,M
-0.34769,0.73734,-0.46967,336,-1291,-7530,-2709,44,-115,155,-377,444,8,,,2024-06-27T20:48:48.880Z,M
-0.34681,0.73736,-0.46898,336,-1281,-7446,-2739,43,-123,183,-370,439,18,,,2024-06-27T20:48:48.900Z,M
-0.34448,0.73822,-0.46663,336,-1519,-7388,-2575,-23,-118,249,-374,440,15,,,2024-06-27T20:48:48.920Z,M
-0.34359,0.73893,-0.46477,336,-1521,-7398,-2651,-80,-142,254,-385,434,18,,,2024-06-27T20:48:48.940Z,M
-0.34274,0.73977,-0.46281,336,-1455,-7352,-2695,-104,-130,251,-383,437,21,,,2024-06-27T20:48:48.960Z,M
-0.34168,0.74097,-0.4606,336,-1533,-7220,-2753,-140,-90,276,-385,442,16,,,2024-06-27T20:48:48.980Z,M
-0.34051,0.74240,-0.45807,336,-1577,-7276,-2689,-170,-77,312,-402,438,10,,,2024-06-27T20:48:49Z,M
-0.33885,0.74426,-0.45495,336,-1635,-7372,-2803,-210,-87,401,-390,434,13,,,2024-06-27T20:48:49.020Z,M
-0.33683,0.74638,-0.45148,336,-1939,-7370,-2845,-228,-82,458,-390,434,6,,,2024-06-27T20:48:49.040Z,M
